Qrob_P0002840.2	AT1G13900.1	63.939	660	223	4	8	659	5	657	0.0	909
Qrob_P0002870.2	AT1G43760.1	31.325	83	55	2	1	82	262	343	1.96e-06	44.7
Qrob_P0002880.2	AT1G13900.1	71.023	176	51	0	3	178	240	415	4.26e-93	285
Qrob_P0002890.2	AT5G18470.1	34.257	397	225	14	1	364	1	394	3.88e-53	182
Qrob_P0002900.2	AT1G11330.2	52.926	376	175	1	11	384	468	843	1.67e-138	415
Qrob_P0002930.2	AT1G13900.1	60.459	392	106	5	31	380	273	657	5.91e-168	484
Qrob_P0002940.2	AT1G13890.2	60.518	309	77	5	1	309	1	264	6.50e-121	348
Qrob_P0002950.2	AT3G29320.1	72.708	949	214	8	41	974	45	963	0.0	1427
Qrob_P0002960.2	AT1G69310.4	49.840	313	103	10	16	313	13	286	5.78e-79	242
Qrob_P0003140.2	AT1G13820.1	73.968	315	74	3	38	351	32	339	8.28e-176	491
Qrob_P0003160.2	AT2G03510.1	84.333	300	47	0	15	314	45	344	0.0	543
Qrob_P0003170.2	AT2G21390.1	51.429	35	17	0	41	75	971	1005	0.052	34.3
Qrob_P0003210.2	AT1G13820.1	75.974	308	73	1	37	343	32	339	1.95e-180	503
Qrob_P0003230.2	AT1G13820.1	75.974	308	73	1	37	343	32	339	3.64e-180	502
Qrob_P0003410.2	AT5G14930.2	38.272	405	234	10	6	404	140	534	2.17e-73	239
Qrob_P0003420.2	AT5G14930.2	35.373	523	248	17	22	461	9	524	1.90e-77	251
Qrob_P0003460.2	AT1G69290.1	67.835	656	200	5	6	654	4	655	0.0	902
Qrob_P0003470.2	AT1G10380.1	45.200	250	117	9	35	270	28	271	4.07e-51	171
Qrob_P0003480.2	AT1G13750.1	69.294	609	187	0	9	617	6	614	0.0	909
Qrob_P0003490.2	AT5G61120.1	36.111	72	46	0	10	81	238	309	1.59e-06	49.3
Qrob_P0003500.2	AT1G54730.2	53.883	412	103	4	2	333	62	466	1.18e-136	397
Qrob_P0003510.2	AT5G40320.1	35.108	507	272	22	10	490	53	528	9.42e-67	225
Qrob_P0003530.2	AT1G13750.1	68.693	329	88	2	1	314	184	512	2.04e-165	479
Qrob_P0003540.2	AT3G27500.1	33.733	501	277	21	45	524	128	594	3.04e-62	216
Qrob_P0003550.2	AT1G13750.1	77.381	168	38	0	402	569	367	534	2.92e-91	293
Qrob_P0003580.2	AT5G40320.1	35.000	520	270	23	10	502	53	531	3.28e-68	229
Qrob_P0003590.2	AT4G02180.1	28.348	1023	536	47	1	960	42	930	1.30e-79	280
Qrob_P0003610.2	AT5G50400.2	60.490	367	98	2	1	325	179	540	2.12e-159	456
Qrob_P0003630.2	AT1G13750.1	63.235	612	136	6	9	538	10	614	0.0	753
Qrob_P0003640.2	AT1G13750.1	75.542	507	124	0	237	743	8	514	0.0	832
Qrob_P0003650.2	AT5G61040.1	29.545	528	265	11	60	553	126	580	1.95e-41	158
Qrob_P0003660.2	AT2G03620.2	62.500	464	125	7	1	457	1	422	0.0	514
Qrob_P0003670.2	AT2G03630.2	48.673	113	46	5	211	315	71	179	5.66e-20	88.2
Qrob_P0003680.2	AT3G02130.2	57.602	1151	422	20	17	1125	9	1135	0.0	1184
Qrob_P0003690.2	AT5G08030.1	66.160	263	48	2	50	271	106	368	1.02e-120	350
Qrob_P0004010.2	AT1G09870.1	64.583	48	17	0	83	130	214	261	9.60e-14	70.9
Qrob_P0004030.2	AT5G58420.1	92.366	262	20	0	1	262	1	262	0.0	511
Qrob_P0004060.2	AT2G30130.1	82.707	133	19	1	3	131	5	137	8.81e-76	225
Qrob_P0004080.2	AT5G05450.1	65.714	35	12	0	22	56	280	314	1.82e-09	58.2
Qrob_P0004100.2	AT2G40316.1	56.540	237	96	2	10	246	6	235	5.46e-94	278
Qrob_P0004110.2	AT2G40320.1	80.340	412	75	2	14	422	16	424	0.0	708
Qrob_P0004120.2	AT2G40320.1	77.913	412	85	2	13	421	16	424	0.0	687
Qrob_P0004130.2	AT2G38310.1	78.616	159	32	2	51	208	43	200	4.83e-79	235
Qrob_P0004140.2	AT3G42670.4	56.481	1296	491	17	1	1262	1	1257	0.0	1399
Qrob_P0004150.2	AT2G40340.1	37.394	353	180	9	15	355	8	331	1.45e-59	196
Qrob_P0004160.2	AT2G13620.1	34.406	808	490	17	18	814	10	788	5.76e-146	450
Qrob_P0004170.2	AT2G13620.1	35.608	806	484	17	22	816	10	791	2.66e-154	471
Qrob_P0004180.2	AT5G05390.1	72.850	593	125	5	18	607	7	566	0.0	896
Qrob_P0004190.2	AT5G58440.1	62.369	574	173	8	4	537	10	580	0.0	688
Qrob_P0004240.2	AT2G40390.1	60.800	500	191	4	3	501	2	497	0.0	618
Qrob_P0004250.2	AT3G56130.1	61.304	230	81	3	53	281	57	279	4.04e-84	254
Qrob_P0004270.2	AT2G40400.2	70.465	623	144	2	95	679	116	736	0.0	921
Qrob_P0004290.2	AT5G46180.1	80.332	422	83	0	24	445	54	475	0.0	724
Qrob_P0004300.2	AT5G46170.1	73.711	388	84	6	9	388	19	396	0.0	517
Qrob_P0004310.2	AT4G18390.2	59.606	203	38	7	66	261	21	186	4.73e-57	191
Qrob_P0004320.2	AT5G46160.2	84.962	133	13	1	35	160	41	173	7.47e-75	221
Qrob_P0004330.2	AT1G30220.1	68.378	487	154	0	15	501	90	576	0.0	718
Qrob_P0004340.2	AT3G26340.1	70.909	110	20	1	116	225	66	163	2.07e-45	153
Qrob_P0004350.2	AT5G46160.1	76.800	125	22	1	1	118	50	174	2.90e-60	182
Qrob_P0004360.2	AT1G30220.1	73.010	578	154	1	1	576	1	578	0.0	851
Qrob_P0004380.2	AT5G14070.1	52.778	108	45	2	39	140	34	141	1.48e-30	107
Qrob_P0004390.2	AT2G38960.1	71.868	455	116	4	10	458	14	462	0.0	686
Qrob_P0004400.2	AT1G65030.1	70.554	343	95	3	1	338	1	342	9.59e-178	496
Qrob_P0004410.2	AT5G46150.3	74.654	217	55	0	1	217	114	330	1.79e-114	330
Qrob_P0004420.2	AT4G15850.1	67.515	511	166	0	3	513	7	517	0.0	719
Qrob_P0004450.2	AT2G27990.1	34.104	173	57	4	2	174	470	585	5.98e-18	80.9
Qrob_P0004460.2	AT3G57120.1	55.858	478	156	6	1	466	23	457	1.45e-170	488
Qrob_P0004470.2	AT1G72650.2	43.820	89	32	1	58	128	537	625	4.55e-16	75.1
Qrob_P0004480.2	AT1G72650.2	27.451	204	128	6	88	291	242	425	1.63e-10	62.4
Qrob_P0004490.2	AT5G53130.1	62.431	724	238	8	1	698	1	716	0.0	887
Qrob_P0004500.2	AT5G60720.1	49.923	647	245	17	8	588	59	692	0.0	552
Qrob_P0004560.2	AT5G03330.2	28.796	191	103	8	1	167	1	182	7.76e-07	48.5
Qrob_P0004570.2	AT3G11290.2	24.828	290	202	8	19	298	168	451	2.44e-22	97.1
Qrob_P0004580.2	AT2G28000.1	85.442	577	82	2	12	587	12	587	0.0	962
Qrob_P0004620.2	AT4G24970.1	33.000	100	64	2	31	128	87	185	0.001	41.2
Qrob_P0004640.2	AT3G24050.1	50.655	229	84	7	130	347	58	268	1.98e-54	180
Qrob_P0004680.2	AT2G33170.2	68.871	1089	319	9	15	1083	16	1104	0.0	1450
Qrob_P0004690.2	AT2G26430.1	67.640	445	113	6	1	443	1	416	0.0	586
Qrob_P0004890.2	AT5G13930.1	86.010	386	53	1	3	387	8	393	0.0	700
Qrob_P0004910.2	AT3G24190.1	80.307	391	76	1	17	406	404	794	0.0	638
Qrob_P0004920.2	AT3G24190.1	90.960	177	16	0	74	250	235	411	6.59e-110	335
Qrob_P0004940.2	AT1G04770.1	66.340	306	96	6	2	302	1	304	1.09e-138	394
Qrob_P0004950.2	AT1G78800.1	77.363	402	85	3	4	399	3	404	0.0	653
Qrob_P0005000.2	AT1G04730.1	43.316	187	88	8	3	175	1	183	5.73e-24	99.4
Qrob_P0005010.2	AT1G04730.1	71.053	304	83	2	17	320	179	477	1.34e-145	434
Qrob_P0005020.2	AT1G04730.4	55.032	467	145	6	5	471	272	673	1.63e-165	484
Qrob_P0005030.2	AT1G15420.2	52.174	92	40	1	13	100	48	139	6.96e-20	82.8
Qrob_P0005060.2	AT3G02720.1	77.750	400	78	2	1	400	1	389	0.0	647
Qrob_P0005090.2	AT4G02730.1	64.356	101	33	1	12	112	59	156	4.07e-38	131
Qrob_P0005100.2	AT3G24180.2	83.509	285	47	0	1	285	1	285	6.91e-177	513
Qrob_P0005110.2	AT3G24180.2	73.988	692	155	6	17	707	284	951	0.0	1006
Qrob_P0005150.2	AT5G45540.1	33.065	372	206	7	18	347	1	371	7.93e-49	184
Qrob_P0005160.2	AT5G42560.3	55.245	143	54	1	54	186	1	143	4.49e-60	189
Qrob_P0005170.2	AT1G79640.1	62.586	580	121	8	1	500	1	564	0.0	690
Qrob_P0005180.2	AT1G79650.2	69.003	371	76	7	1	337	1	366	7.03e-174	487
Qrob_P0005190.2	AT1G16880.1	78.992	238	49	1	51	287	54	291	1.50e-137	390
Qrob_P0005690.2	AT3G48190.1	64.303	409	145	1	3	411	1899	2306	1.50e-177	549
Qrob_P0005700.2	AT3G48190.3	77.147	757	142	2	7	762	2264	2990	0.0	1226
Qrob_P0005720.2	AT5G62520.1	46.290	283	138	5	85	364	36	307	1.12e-81	252
Qrob_P0005730.2	AT1G23710.1	34.241	257	110	8	101	323	65	296	3.02e-34	127
Qrob_P0005740.2	AT3G27740.1	54.261	352	72	4	4	266	48	399	2.07e-116	341
Qrob_P0005750.2	AT4G01150.1	63.804	163	55	1	10	172	7	165	2.95e-70	210
Qrob_P0005760.2	AT5G62790.1	84.760	479	66	2	1	474	2	478	0.0	817
Qrob_P0005790.2	AT3G01500.4	65.217	184	62	1	4	185	68	251	1.87e-83	248
Qrob_P0005800.2	AT5G14740.9	59.756	246	93	2	3	242	5	250	2.57e-99	290
Qrob_P0005810.2	AT5G14750.1	55.502	209	76	4	2	209	11	203	9.90e-73	219
Qrob_P0005830.2	AT4G32175.1	74.576	236	60	0	1	236	1	236	3.02e-127	362
Qrob_P0005840.2	AT1G05440.1	40.816	147	78	2	4	141	46	192	2.12e-25	107
Qrob_P0005850.2	AT4G21300.1	35.374	735	466	5	79	812	101	827	1.52e-155	477
Qrob_P0005860.2	AT1G27500.1	62.115	681	203	8	50	724	11	642	0.0	842
Qrob_P0005870.2	AT1G62400.1	66.327	294	94	2	30	319	56	348	2.10e-141	406
Qrob_P0005880.2	AT2G36330.1	57.944	214	63	3	2	212	93	282	7.11e-78	235
Qrob_P0005890.2	AT1G27510.1	55.740	662	273	9	1	652	1	652	0.0	678
Qrob_P0005900.2	AT3G47990.5	72.524	313	68	4	1	309	1	299	9.42e-159	446
Qrob_P0005910.2	AT5G62840.1	75.277	271	64	2	35	305	31	298	6.28e-153	430
Qrob_P0005920.2	AT1G70370.2	57.938	611	243	5	21	630	30	627	0.0	730
Qrob_P0005940.2	AT4G20970.1	38.462	169	82	5	4	157	6	167	7.19e-29	105
Qrob_P0005950.2	AT5G50000.1	80.051	396	68	3	1	395	1	386	0.0	666
Qrob_P0006050.2	AT1G74170.2	38.260	1069	552	25	9	1022	10	1025	0.0	591
Qrob_P0006070.2	AT1G26830.1	59.375	192	74	1	8	195	53	244	1.21e-73	236
Qrob_P0006080.2	AT1G69350.1	56.066	783	312	5	1	752	1	782	0.0	897
Qrob_P0006100.2	AT5G41770.1	78.229	271	55	2	1	267	237	507	5.95e-146	427
Qrob_P0006120.2	AT3G06240.1	27.089	347	195	14	17	319	36	368	1.83e-27	113
Qrob_P0006130.2	AT5G22450.3	43.396	53	29	1	21	73	264	315	6.55e-04	40.4
Qrob_P0006150.2	AT5G04740.1	82.648	219	38	0	3	221	84	302	2.46e-133	377
Qrob_P0006160.2	AT3G10080.1	58.000	200	77	1	64	256	22	221	2.98e-85	254
Qrob_P0006180.2	AT4G02860.1	44.379	169	55	2	4	172	185	314	1.51e-38	134
Qrob_P0006190.2	AT3G54260.1	67.431	218	67	3	12	228	8	222	4.91e-104	306
Qrob_P0006200.2	AT1G30240.1	55.714	210	93	0	1	210	1	210	7.25e-77	248
Qrob_P0006210.2	AT1G30240.1	59.016	244	94	2	11	254	211	448	2.19e-92	290
Qrob_P0006220.2	AT1G30240.2	40.401	349	179	8	1	345	440	763	2.07e-57	202
Qrob_P0006230.2	AT3G54250.1	77.644	416	78	1	4	404	5	420	0.0	651
Qrob_P0006260.2	AT3G15351.7	60.630	127	49	1	1	126	1	127	2.95e-50	156
Qrob_P0006280.2	AT1G51538.1	27.632	228	118	6	1	189	68	287	1.95e-12	67.0
Qrob_P0006370.2	AT1G52790.1	51.307	306	142	3	8	306	4	309	2.04e-111	325
Qrob_P0006400.2	AT1G52790.1	43.293	328	157	6	8	326	4	311	1.41e-87	265
Qrob_P0006640.2	AT3G58950.1	24.409	381	221	12	19	345	2	369	3.28e-15	77.0
Qrob_P0006650.2	AT4G00160.1	32.112	464	266	16	58	514	15	436	1.03e-38	149
Qrob_P0006660.2	AT1G78750.2	27.826	230	141	10	16	238	246	457	1.96e-13	69.3
Qrob_P0006670.2	AT4G26340.1	27.253	455	292	13	55	506	1	419	9.52e-33	130
Qrob_P0006680.2	AT4G15075.1	39.535	43	24	1	11	53	129	169	0.012	32.0
Qrob_P0006690.2	AT5G60610.2	33.099	284	159	8	24	296	1	264	1.13e-30	120
Qrob_P0006770.2	AT5G15340.1	59.265	626	241	4	11	630	7	624	0.0	783
Qrob_P0007320.2	AT3G01180.1	66.621	734	199	5	79	769	63	793	0.0	1000
Qrob_P0007330.2	AT5G15250.1	78.248	685	139	7	2	678	7	689	0.0	1056
Qrob_P0007340.2	AT2G36730.1	63.768	483	173	1	21	503	6	486	0.0	642
Qrob_P0007350.2	AT3G28960.5	55.419	406	157	4	29	410	1	406	4.35e-151	434
Qrob_P0007360.2	AT3G28960.5	59.179	414	157	3	30	441	3	406	2.67e-173	491
Qrob_P0007370.2	AT3G28960.5	63.184	402	147	1	22	422	1	402	0.0	521
Qrob_P0007390.2	AT4G19030.3	42.857	119	58	3	9	123	20	132	5.46e-24	92.8
Qrob_P0007460.2	AT5G15230.1	52.273	44	19	1	8	51	7	48	4.45e-06	40.8
Qrob_P0007750.2	AT2G45550.1	46.535	505	261	3	1	496	1	505	2.02e-163	473
Qrob_P0007770.2	AT5G17680.2	38.889	630	348	9	21	645	208	805	5.38e-117	387
Qrob_P0007780.2	AT5G17680.1	55.063	158	63	3	11	168	4	153	1.44e-45	160
Qrob_P0007800.2	AT1G55520.4	73.563	174	15	1	19	161	27	200	9.93e-83	243
Qrob_P0007810.2	AT5G17680.1	38.226	654	365	12	20	667	206	826	5.65e-117	389
Qrob_P0007820.2	AT1G72840.1	47.586	145	75	1	25	169	14	157	2.92e-41	148
Qrob_P0007830.2	AT5G17680.1	37.936	659	358	16	20	665	206	826	3.17e-110	374
Qrob_P0007840.2	AT5G36930.3	50.336	149	72	2	24	170	11	159	2.41e-46	162
Qrob_P0007850.2	AT1G55520.4	88.506	174	12	1	19	184	27	200	1.58e-108	309
Qrob_P0007860.2	AT5G36930.3	38.983	708	413	10	1	700	191	887	1.18e-125	409
Qrob_P0007870.2	AT1G27170.1	49.306	144	69	3	25	167	14	154	8.26e-41	146
Qrob_P0007880.2	AT1G55520.4	84.932	219	14	1	1	219	1	200	1.74e-133	374
Qrob_P0007890.2	AT4G26370.1	69.266	218	54	4	100	307	85	299	1.27e-98	293
Qrob_P0007900.2	AT1G55230.1	61.149	296	111	2	1	292	1	296	3.15e-132	378
Qrob_P0007910.2	AT4G25570.1	60.000	205	66	2	4	202	44	238	3.81e-78	234
Qrob_P0007920.2	AT1G58170.1	59.140	186	65	3	15	195	7	186	2.17e-70	212
Qrob_P0007930.2	AT1G58170.1	60.989	182	66	2	15	193	7	186	8.23e-77	228
Qrob_P0007940.2	AT1G58170.1	60.000	185	69	2	5	186	4	186	4.05e-76	226
Qrob_P0007950.2	AT1G58170.1	61.828	186	66	2	4	186	3	186	2.65e-79	234
Qrob_P0007960.2	AT5G19875.1	55.118	127	51	4	1	124	1	124	1.98e-35	118
Qrob_P0007970.2	AT5G19875.1	37.143	105	64	1	11	115	16	118	2.55e-12	59.3
Qrob_P0007980.2	AT2G36730.1	39.207	454	263	8	3	447	11	460	1.62e-108	330
Qrob_P0007990.2	AT1G69770.1	55.347	851	332	15	83	913	5	827	0.0	887
Qrob_P0008000.2	AT3G13670.1	80.745	644	91	5	88	700	63	704	0.0	1082
Qrob_P0008010.2	AT2G34860.2	71.739	138	38	1	53	189	50	187	5.62e-67	203
Qrob_P0008020.2	AT3G58060.2	75.138	181	43	1	1	179	230	410	1.92e-97	288
Qrob_P0008030.2	AT3G58060.2	60.345	174	60	3	29	197	30	199	1.79e-60	194
Qrob_P0008040.2	AT3G58060.2	74.854	342	78	2	11	344	69	410	0.0	516
Qrob_P0008070.2	AT1G25390.2	46.305	663	269	17	21	648	16	626	2.28e-173	508
Qrob_P0008080.2	AT3G54220.1	57.812	128	53	1	4	131	505	631	1.27e-43	151
Qrob_P0008090.2	AT1G25390.2	61.658	386	136	4	1	385	239	613	6.90e-162	468
Qrob_P0008100.2	AT1G25390.2	28.761	226	131	11	20	240	16	216	3.00e-14	72.4
Qrob_P0008120.2	AT4G10620.1	49.049	263	101	3	17	247	162	423	5.52e-72	231
Qrob_P0008130.2	AT1G25390.2	48.367	643	281	16	21	644	16	626	0.0	533
Qrob_P0008140.2	AT4G10620.1	69.536	151	46	0	1	151	418	568	5.48e-74	233
Qrob_P0008150.2	AT1G70250.1	56.250	336	130	6	324	653	428	752	4.40e-121	379
Qrob_P0008160.2	AT4G10620.1	65.976	579	169	10	1	562	1	568	0.0	743
Qrob_P0008170.2	AT3G49120.1	62.121	66	24	1	10	75	13	77	5.30e-21	84.7
Qrob_P0008180.2	AT5G06730.1	62.030	266	100	1	1	266	77	341	2.31e-114	333
Qrob_P0008190.2	AT5G06730.1	67.164	335	107	2	1	333	1	334	1.40e-157	446
Qrob_P0008200.2	AT5G06720.1	64.103	195	69	1	9	203	140	333	2.85e-83	251
Qrob_P0008210.2	AT5G06730.1	67.069	331	107	1	8	336	4	334	1.21e-157	446
Qrob_P0008270.2	AT5G57970.2	47.799	159	42	2	24	169	210	340	2.23e-42	146
Qrob_P0008280.2	AT1G80840.1	50.327	153	55	5	4	150	6	143	1.35e-31	116
Qrob_P0008320.2	AT1G80920.1	58.642	162	54	5	6	157	4	162	4.15e-53	166
Qrob_P0008330.2	AT1G80900.2	81.500	200	35	2	1	199	1	199	5.85e-111	325
